CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;IN_COMUNITARIA;IN_CONFESSIONAL;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE
3;35;3549904;0;2;1;2;4;0;0;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;24;10;0;0;34;32;0;0;2;0;0;0;0;0;0;1;12;5;4;3;5;4;0;15;2;4;0;0;13;50;34;16;0;0;1;14;7;4;6;13;4;1;25;3;12;0;1;9;3;2;1;0;0;0;0;1;0;0;2;0;0;1;0;0;0;1;1;34;0;50;0;3;0;2;0;1;0;27;0;0;0;0;27;0;0;27;0;26;0;0;0;0;26;0;0;23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;0;47;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.8823529411764706;2023
3;35;3549904;0;2;1;2;4;0;0;100307;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;6;0;0;16;10;6;0;0;0;0;0;0;0;0;0;8;3;1;3;1;0;0;9;1;5;0;0;1;16;10;6;0;0;0;8;3;2;3;0;0;0;11;0;1;1;0;3;3;1;2;0;0;0;2;1;0;0;0;0;0;2;0;0;1;0;0;16;0;16;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;0;12;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2023
3;35;3549904;0;2;2;2;4;0;0;1186955;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;2;0;0;2;2;0;0;0;0;0;0;12;0;0;0;1;0;4;2;6;1;0;4;1;1;0;0;8;17;16;1;0;0;0;0;0;5;2;7;2;1;3;2;0;0;0;12;2;2;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;14;0;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;10;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21428571428571427;2023
3;35;3549904;0;2;2;2;5;1;0;84698;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;3;0;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;3;1;5;5;0;10;2;1;1;0;0;9;8;1;0;0;0;0;0;2;2;4;1;0;6;2;0;1;0;0;5;4;1;0;0;0;0;0;1;1;3;0;0;4;1;0;0;0;0;14;0;9;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;5;4;0;2;3;0;0;0;0;0;0;0;0;0;7;6;3;2;0;0;0;0;0.5714285714285714;2023
3;35;3549102;0;2;1;1;2;0;0;1522594;"""0115L13""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;11;11;0;0;0;0;0;0;0;0;0;0;1;1;4;2;3;0;0;5;1;5;0;0;0;27;23;4;0;0;0;1;5;10;4;5;2;0;19;2;6;0;0;0;2;1;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;11;0;27;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;23;4;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0.7272727272727273;2023
3;35;3550308;1;1;1;2;4;0;0;39988;"""0115L15""";1;11;115;2;0;1;1;1;36;22;14;0;28;0;8;0;80;50;30;0;60;0;20;0;36;29;7;22;14;28;15;1;0;12;0;0;0;8;0;0;0;28;5;1;2;0;0;0;28;0;7;1;0;0;131;99;32;58;73;0;100;17;5;3;5;1;0;95;10;25;1;0;0;20;17;3;5;15;0;16;3;0;0;1;0;0;15;3;2;0;0;0;36;0;130;1;20;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;19;1;1;0;0;18;18;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;116;15;0;10;10;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0.9166666666666666;2023
3;35;3550308;1;1;1;2;4;0;0;7261;"""0115L15""";1;11;115;2;0;1;1;1;253;115;138;0;230;0;23;0;72;19;53;0;49;0;23;0;29;21;8;1;28;6;6;6;0;0;0;0;0;23;0;0;0;13;9;4;1;1;1;0;3;1;1;0;0;24;116;73;43;0;116;0;40;41;15;8;10;2;0;13;3;10;0;0;90;41;27;14;0;41;0;17;9;7;4;2;2;0;4;0;2;0;0;35;29;0;113;3;39;2;1;0;1;1;2;0;0;0;0;2;2;0;0;0;6;0;0;0;0;6;6;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;0;98;18;0;32;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6896551724137931;2023
3;35;3550308;1;1;1;2;4;0;0;8583;"""0115L15""";1;11;115;2;0;1;1;1;241;0;241;0;220;0;21;0;198;0;198;0;177;0;21;0;96;64;32;0;96;75;75;25;0;7;0;0;0;21;0;0;0;72;9;3;5;5;2;0;57;13;21;1;1;3;141;91;50;10;131;0;96;16;9;9;8;3;0;84;18;35;0;1;3;10;8;2;10;0;0;5;3;1;1;0;0;0;6;0;3;0;0;1;93;3;140;1;10;0;3;1;3;0;24;0;0;0;0;24;4;0;2;21;47;0;0;0;0;47;8;0;11;35;3;0;0;0;0;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;6;0;128;13;0;8;2;0;0;0;0;0;0;0;0;0;110;47;93;4;0;0;0;0;0.7083333333333334;2023
3;35;3550308;1;1;1;2;5;1;1;29351;"""0115L15""";1;11;115;2;0;1;1;1;65;65;0;0;65;0;0;0;73;73;0;0;73;0;0;0;27;18;9;27;0;27;26;1;0;0;0;0;0;0;0;0;0;23;2;1;0;1;0;0;16;0;4;0;0;7;139;114;25;139;0;0;110;20;6;1;1;1;0;102;4;15;2;0;16;43;36;7;43;0;0;31;7;3;1;0;1;0;35;4;2;0;0;2;27;0;139;0;43;0;4;1;3;0;11;0;0;0;0;11;1;0;11;0;47;0;0;0;0;47;19;0;47;0;17;0;0;0;0;17;10;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;0;43;96;0;15;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1111111111111111;2023
3;35;3550308;1;1;2;2;4;0;0;1204392;"""0115L15""";1;11;115;2;0;1;1;1;480;240;240;0;320;0;160;0;74;30;44;0;54;0;20;0;60;41;19;23;37;44;18;26;0;0;0;0;0;16;0;0;0;36;11;4;5;2;1;1;15;0;10;0;1;34;110;70;40;44;66;0;77;25;2;2;1;3;0;23;1;15;1;0;70;24;11;13;8;16;0;12;8;1;1;0;2;0;4;0;1;0;0;19;60;0;110;0;24;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;12;0;0;0;0;12;12;0;0;0;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;6;0;103;7;0;23;1;0;0;0;0;0;0;0;0;0;176;60;110;24;0;0;0;0;0.9333333333333333;2023
3;35;3550308;1;1;2;2;5;0;0;119233;"""0115L12""";1;11;115;2;0;1;1;1;80;80;0;0;20;0;60;0;65;65;0;0;5;0;60;0;33;24;9;33;0;0;0;0;0;0;0;0;0;33;0;0;0;0;3;8;8;10;4;0;10;2;3;0;0;18;17;15;2;17;0;0;0;1;5;5;3;3;0;7;1;0;0;0;9;7;6;1;7;0;0;0;0;2;3;0;2;0;3;0;0;0;0;4;33;0;17;0;7;0;0;0;0;0;28;0;0;0;0;28;0;0;28;0;15;0;0;0;0;15;0;0;15;0;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;17;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48484848484848486;2023
3;35;3550308;1;1;2;2;5;0;0;119232;"""0115L15""";1;11;115;2;0;1;1;1;245;245;0;0;15;0;230;0;260;260;0;0;10;0;250;0;227;175;52;227;0;5;5;0;0;0;0;0;0;222;0;0;0;17;28;35;42;61;41;3;66;13;31;1;1;115;111;85;26;111;0;0;7;17;12;15;38;20;2;37;4;11;1;1;57;64;50;14;64;0;0;5;9;6;8;22;13;1;24;1;5;1;0;33;226;1;110;1;64;0;0;0;0;0;165;0;0;0;0;165;0;1;165;0;70;0;0;0;0;70;0;0;70;0;36;0;0;0;0;36;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;11;0;105;6;0;62;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0.5726872246696035;2023
3;35;3550308;1;1;2;2;5;0;0;38161;"""0115L04""";1;11;115;2;0;1;1;1;231;104;127;0;220;0;11;0;78;33;45;0;67;0;11;0;59;38;21;24;35;48;48;0;0;0;0;0;0;11;0;0;0;37;13;4;4;0;0;1;31;5;13;1;1;8;56;39;17;17;39;0;33;13;7;1;1;0;1;27;6;18;2;1;2;8;8;0;0;8;0;3;3;1;1;0;0;0;3;1;2;2;0;0;59;0;55;1;8;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;30;0;33;23;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2542372881355932;2023
3;35;3550308;1;1;2;2;5;0;0;1438706;"""0115L13""";1;11;115;2;0;1;1;1;262;121;141;0;250;0;12;0;93;31;62;0;81;0;12;0;68;49;19;22;46;57;57;0;0;0;0;0;0;11;0;0;0;41;8;3;4;9;1;2;32;6;20;2;0;8;77;52;25;18;59;0;44;13;4;6;8;2;0;48;3;19;2;0;5;11;6;5;0;11;0;4;3;0;2;1;1;0;9;0;2;0;0;0;68;0;77;0;11;0;4;1;1;0;2;0;0;0;0;2;2;0;0;0;18;0;0;0;0;18;18;0;0;0;4;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;26;0;62;15;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3235294117647058;2023
3;35;3550308;1;1;3;2;5;0;0;1167368;"""0115L13""";1;11;115;2;0;1;1;1;135;45;90;0;90;0;45;0;33;0;33;0;26;0;7;0;26;18;8;3;23;20;16;4;0;0;0;0;0;6;0;0;0;10;9;4;1;2;0;0;6;4;9;1;0;6;47;34;13;0;47;0;21;15;6;2;3;0;0;15;15;7;1;0;9;12;10;2;0;12;0;3;6;2;0;1;0;0;5;3;1;0;0;3;26;0;47;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;0;39;8;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38461538461538464;2023
3;35;3550308;1;1;4;1;1;0;0;1188380;"""0115L13""";1;11;115;2;1;1;1;1;82;42;40;0;80;0;2;0;576;378;198;0;574;0;2;0;79;51;28;40;39;79;0;77;0;2;0;0;0;0;0;0;0;53;12;4;2;4;2;2;46;11;18;0;1;3;171;111;60;136;35;0;98;35;9;9;8;10;2;101;20;37;2;2;9;10;6;4;10;0;0;5;2;1;1;0;1;0;7;2;1;0;0;0;79;0;171;0;10;0;6;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;33;15;2;19;0;63;63;27;6;31;0;4;4;0;0;2;0;53;26;0;121;50;0;8;2;0;0;0;0;0;53;18;52;4;64;27;61;4;0;0;0;0;0.620253164556962;2023
3;35;3550308;1;1;4;1;1;0;0;1400668;"""0115L15""";1;11;115;2;1;1;1;1;46;0;46;0;40;0;6;0;306;0;306;0;300;0;6;0;45;31;14;0;45;40;0;30;0;10;0;0;0;5;0;0;0;28;3;5;3;4;1;1;26;5;13;1;0;0;158;110;48;0;158;0;62;45;17;11;17;4;2;92;22;37;2;0;5;21;15;6;0;21;0;7;8;4;0;1;0;1;15;2;3;1;0;0;45;0;158;0;21;0;9;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;1;4;0;62;62;21;7;30;0;8;8;2;0;3;0;30;15;0;108;50;0;11;10;0;0;0;0;0;24;3;22;2;40;9;39;5;0;0;0;0;0.4666666666666667;2023
3;35;3550308;1;2;1;1;2;0;0;1522594;"""0115L13""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;260;113;0;0;373;373;0;0;0;0;0;0;0;0;0;0;65;55;52;54;106;37;4;210;52;106;3;2;0;1145;848;297;0;0;0;104;125;169;224;366;131;26;551;176;394;14;3;7;103;82;21;0;0;0;6;10;18;29;25;13;2;45;19;38;0;0;1;372;1;1144;1;103;0;25;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;43;0;1026;119;0;95;8;0;0;0;0;0;0;0;0;0;67;13;63;13;0;0;0;0;0.7855227882037533;2023
3;35;3550308;1;2;1;2;4;0;0;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;35;12;0;0;20;20;0;0;0;0;0;0;27;0;0;0;5;12;7;11;11;1;0;24;7;6;0;0;10;90;61;29;0;0;0;10;18;10;21;22;8;1;44;10;15;0;0;21;12;9;3;0;0;0;0;1;2;4;3;2;0;6;1;2;0;0;3;46;1;89;1;12;0;2;0;1;0;42;0;0;0;0;42;0;0;42;0;82;0;0;0;0;82;0;0;82;0;9;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;18;0;49;41;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.574468085106383;2023
3;35;3550308;1;2;1;2;4;0;0;1486628;"""0115L18""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;11;1;0;0;12;12;0;0;0;0;0;0;0;0;0;0;1;4;0;3;2;2;0;2;1;8;0;0;1;23;22;1;0;0;0;2;5;4;2;5;3;2;5;3;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;23;0;0;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;22;0;0;0;0;22;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;2023
3;35;3550308;1;2;1;2;4;0;0;1125999;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;19;8;0;0;14;14;0;0;0;0;0;0;13;0;0;0;4;7;4;5;5;2;0;12;3;5;0;0;7;31;17;14;0;0;0;2;8;6;8;6;1;0;15;2;7;0;1;6;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;27;0;31;0;1;0;1;0;0;0;26;0;0;0;0;26;0;0;26;0;30;0;0;0;0;30;0;0;30;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;0;22;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5925925925925926;2023
3;35;3550308;1;2;1;2;4;0;0;1607547;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;25;12;0;0;33;24;9;0;0;0;0;0;4;0;0;0;12;10;3;5;7;0;0;18;7;3;0;0;9;35;23;12;0;0;0;11;7;3;7;6;1;0;14;6;4;0;0;11;6;4;2;0;0;0;1;1;1;2;1;0;0;3;0;0;0;0;3;37;0;35;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1;0;34;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40540540540540543;2023
3;35;3550308;1;2;1;2;4;0;0;1608181;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;33;10;0;0;32;21;11;0;0;0;0;0;11;0;0;0;9;8;7;6;10;3;0;21;7;7;0;0;8;40;30;10;0;0;0;7;7;6;8;8;4;0;21;6;5;0;0;8;2;2;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;43;0;40;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1;0;39;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0.3023255813953488;2023
3;35;3550308;1;2;1;2;4;0;0;1546253;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;17;4;0;0;9;4;1;0;4;0;0;0;12;0;0;0;11;3;0;3;3;1;0;15;1;5;0;0;0;32;27;5;0;0;0;12;8;1;4;6;1;0;21;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;32;0;0;0;0;0;0;0;3;0;0;0;0;3;3;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;11;0;0;0;0;0;0.38095238095238093;2023
3;35;3550308;1;2;1;2;4;0;0;1610952;"""0115L07""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;18;1;0;0;13;13;1;0;12;0;0;0;6;0;0;0;5;3;4;1;3;3;0;7;4;7;0;0;1;17;15;2;0;0;0;5;2;4;2;4;0;0;5;5;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;17;0;0;0;1;1;1;0;7;0;0;0;0;7;0;0;3;4;6;0;0;0;0;6;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;0;0;0;0;0;0.47368421052631576;2023
3;35;3550308;1;2;1;2;4;0;0;1258537;"""0115L12""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;25;11;0;0;19;19;2;0;17;0;0;0;17;0;0;0;5;6;7;6;6;4;2;16;7;13;0;0;0;44;37;7;0;0;0;3;7;12;4;11;6;1;25;7;11;0;0;1;9;9;0;0;0;0;0;2;3;1;0;3;0;5;1;2;0;0;1;35;1;41;3;6;3;0;0;0;0;1;0;0;0;0;1;0;0;0;1;3;0;0;0;0;3;0;0;1;2;2;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;4;0;40;4;0;6;3;0;0;0;0;0;0;0;0;0;5;1;4;2;0;0;0;0;0.5555555555555556;2023
3;35;3550308;1;2;1;2;4;0;0;1258526;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;118;44;0;0;94;94;19;0;71;0;0;0;68;0;0;0;50;35;19;16;29;10;3;99;18;37;2;0;6;254;177;77;0;0;0;69;55;30;34;44;19;3;158;24;62;2;0;8;60;34;26;0;0;0;4;15;12;8;14;6;1;37;8;13;1;0;1;162;0;253;1;60;0;5;5;3;0;18;0;0;0;0;18;4;0;5;9;44;0;0;0;0;44;10;0;15;19;10;0;0;0;0;10;2;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;10;0;223;31;0;50;10;0;0;0;0;0;0;0;0;0;37;14;31;13;0;0;0;0;0.7160493827160493;2023
3;35;3550308;1;2;1;2;4;0;0;1468001;"""0115L17""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;18;8;0;0;20;20;6;0;14;0;0;0;6;0;0;0;10;7;3;2;1;2;1;13;2;3;5;0;3;39;26;13;0;0;0;14;10;7;2;3;2;1;20;3;5;8;0;3;5;3;2;0;0;0;1;1;3;0;0;0;0;4;0;0;1;0;0;25;1;39;0;5;0;1;1;1;0;3;0;0;0;0;3;0;0;0;3;9;0;0;0;0;9;0;0;2;7;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;0;36;3;0;4;1;0;0;0;0;0;0;0;0;0;6;2;5;1;0;0;0;0;0.7307692307692307;2023
